
🇨🇳CCTV,#genre#
厦门卫视,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240159_1/playlist.m3u8?CONTENTID=00000110240159_1
康巴卫视,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240331_1/playlist.m3u8?CONTENTID=00000110240331_1
教育卫视,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240304_1/playlist.m3u8?CONTENTID=00000110240304_1
兵团卫视,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240280_1/playlist.m3u8?CONTENTID=00000110240280_1
三沙卫视,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240589_1/playlist.m3u8?CONTENTID=00000110240589_1
卡酷少儿,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240051_1/playlist.m3u8?CONTENTID=00000110240051_1
嘉佳卡通,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240087_1/playlist.m3u8?CONTENTID=00000110240087_1
财富天下,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240148_1/playlist.m3u8?CONTENTID=00000110240148_1
先锋乒羽,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240320_1/playlist.m3u8?CONTENTID=00000110240320_1
金鹰卡通,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240050_1/playlist.m3u8?CONTENTID=00000110240050_1
NNM网络棋牌,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240319_1/playlist.m3u8?CONTENTID=00000110240319_1
NNM新动漫,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240321_1/playlist.m3u8?CONTENTID=00000110240321_1
动作影院,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240277_1/playlist.m3u8?CONTENTID=00000110240277_1
吉林篮球,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240322_1/playlist.m3u8?CONTENTID=00000110240322_1
喜剧影院,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240276_1/playlist.m3u8?CONTENTID=00000110240276_1
家庭影院,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240278_1/playlist.m3u8?CONTENTID=00000110240278_1
武侠剧场,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240308_1/playlist.m3u8?CONTENTID=00000110240308_1
军事,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240311_1/playlist.m3u8?CONTENTID=00000110240311_1
动画,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240335_1/playlist.m3u8?CONTENTID=00000110240335_1
国学,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240332_1/playlist.m3u8?CONTENTID=00000110240332_1
戏曲,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240333_1/playlist.m3u8?CONTENTID=00000110240333_1
早教,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240334_1/playlist.m3u8?CONTENTID=00000110240334_1
星影,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240279_1/playlist.m3u8?CONTENTID=00000110240279_1
武术,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240312_1/playlist.m3u8?CONTENTID=00000110240312_1
精选,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240275_1/playlist.m3u8?CONTENTID=00000110240275_1
美妆,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240310_1/playlist.m3u8?CONTENTID=00000110240310_1
足球,http://117.71.37.15/live.aishang.ctlcdn.com/00000110240309_1/playlist.m3u8?CONTENTID=00000110240309_1


CCTV1,http://223.110.251.152:6610/gitv/live1/G_CCTV-1-HQ/G_CCTV-1-HQ/
CCTV2,http://223.110.251.152:6610/gitv/live1/G_CCTV-2-HD/G_CCTV-2-HD/
CCTV3,http://223.110.251.152:6610/gitv/live1/G_CCTV-3-HQ/G_CCTV-3-HQ/
CCTV4,http://223.110.251.152:6610/gitv/live1/G_CCTV-4-HQ/G_CCTV-4-HQ/
CCTV5,http://223.110.251.152:6610/gitv/live1/G_CCTV-5-HQ/G_CCTV-5-HQ/
CCTV6,http://223.110.251.152:6610/gitv/live1/G_CCTV-6-HQ/G_CCTV-6-HQ/
CCTV7,http://223.110.251.152:6610/gitv/live1/G_CCTV-7-HQ/G_CCTV-7-HQ/
CCTV8,http://223.110.251.152:6610/gitv/live1/G_CCTV-8-HQ/G_CCTV-8-HQ/
CCTV9,http://223.110.251.152:6610/gitv/live1/G_CCTV-9/G_CCTV-9/
CCTV10,http://223.110.251.152:6610/gitv/live1/G_CCTV-10-HQ/G_CCTV-10-HQ/
CCTV11,http://223.110.251.152:6610/gitv/live1/G_CCTV-11-HQ/G_CCTV-11-HQ/
CCTV12,http://223.110.251.152:6610/gitv/live1/CCTV-12/CCTV-12/
CCTV13,http://223.110.251.152:6610/gitv/live1/G_CCTV-13-HQ/G_CCTV-13-HQ/
CCTV14,http://223.110.251.152:6610/gitv/live1/G_CCTV-14/G_CCTV-14/
CCTV15,http://223.110.251.152:6610/gitv/live1/G_CCTV-15/G_CCTV-15/
CCTV5+,http://223.110.251.152:6610/gitv/live1/G_CCTV-5PLUS-HQ/G_CCTV-5PLUS-HQ/
CGTN,http://223.110.251.152:6610/gitv/live1/G_CCTV-NEWS/G_CCTV-NEWS/
湖南卫视,http://223.110.251.152:6610/gitv/live1/G_HUNAN-CQ/G_HUNAN-CQ/
江苏卫视,http://223.110.251.152:6610/gitv/live1/G_JIANGSU-CQ/G_JIANGSU-CQ/
北京卫视,http://223.110.251.152:6610/gitv/live1/G_BEIJING-CQ/G_BEIJING-CQ/
浙江卫视,http://223.110.251.152:6610/gitv/live1/G_ZHEJIANG-CQ/G_ZHEJIANG-CQ/
东方卫视,http://223.110.251.152:6610/gitv/live1/G_DONGFANG-CQ/G_DONGFANG-CQ/
浙江卫视,http://223.110.251.152:6610/gitv/live1/G_ZHEJIANG/G_ZHEJIANG/
江苏卫视,http://223.110.251.152:6610/gitv/live1/JSWS-HD/JSWS-HD/
湖南卫视,http://223.110.251.152:6610/gitv/live1/G_HUNAN/G_HUNAN/
安徽卫视,http://223.110.251.152:6610/gitv/live1/AHWS/AHWS/
辽宁卫视,http://223.110.251.152:6610/gitv/live1/LNWS/LNWS/
山东卫视,http://223.110.251.152:6610/gitv/live1/SDWS/SDWS/
广西卫视,http://223.110.251.152:6610/gitv/live1/GXWS/GXWS/
旅游卫视,http://223.110.251.152:6610/gitv/live1/LYWS/LYWS/
重庆卫视,http://223.110.251.152:6610/gitv/live1/G_CHONGQING/G_CHONGQING/
四川卫视,http://223.110.251.152:6610/gitv/live1/SCWS/SCWS/
河南卫视,http://223.110.251.152:6610/gitv/live1/HENAN/HENAN/
东南卫视,http://223.110.251.152:6610/gitv/live1/DNWS/DNWS/
天津卫视,http://223.110.251.152:6610/gitv/live1/TJWS/TJWS/
江西卫视,http://223.110.251.152:6610/gitv/live1/JXWS/JXWS/
湖北卫视,http://223.110.251.152:6610/gitv/live1/G_HUBEI/G_HUBEI/
吉林卫视,http://223.110.251.152:6610/gitv/live1/G_JILIN/G_JILIN/
山西卫视,http://223.110.251.152:6610/gitv/live1/SXWS/SXWS/
贵州卫视,http://223.110.251.152:6610/gitv/live1/G_GUIZHOU/G_GUIZHOU/
青海卫视,http://223.110.251.152:6610/gitv/live1/G_QINGHAI/G_QINGHAI/
内蒙古卫视,http://223.110.251.152:6610/gitv/live1/G_NEIMENGGU/G_NEIMENGGU/
云南卫视,http://223.110.251.152:6610/gitv/live1/G_YUNNAN/G_YUNNAN/
河北卫视,http://223.110.251.152:6610/gitv/live1/G_HEBEI/G_HEBEI/
宁夏卫视,http://223.110.251.152:6610/gitv/live1/G_NINGXIA/G_NINGXIA/
新疆卫视,http://223.110.251.152:6610/gitv/live1/G_XINJIANG/G_XINJIANG/
甘肃卫视,http://223.110.251.152:6610/gitv/live1/G_GANSU/G_GANSU/
西藏卫视,http://223.110.251.152:6610/gitv/live1/G_XIZANG/G_XIZANG/
东方卫视,http://223.110.251.152:6610/gitv/live1/G_DONGFANG/G_DONGFANG/
北京卫视,http://223.110.251.152:6610/gitv/live1/G_BEIJING/G_BEIJING/
广东卫视,http://223.110.251.152:6610/gitv/live1/G_GUANGDONG/G_GUANGDONG/
深圳卫视,http://223.110.251.152:6610/gitv/live1/G_SHENZHEN/G_SHENZHEN/
黑龙江卫视,http://223.110.251.152:6610/gitv/live1/G_HEILONGJIANG/G_HEILONGJIANG/
兵团卫视,http://223.110.251.152:6610/gitv/live1/G_BINGTUAN/G_BINGTUAN/
陕西卫视,http://223.110.251.152:6610/gitv/live1/G_SHANXI/G_SHANXI/
南方卫视,http://223.110.251.152:6610/gitv/live1/G_NANFANG/G_NANFANG/
厦门卫视,http://223.110.251.152:6610/gitv/live1/G_XIAMEN/G_XIAMEN/
山东卫视,http://223.110.251.152:6610/gitv/live1/G_SHANDONG-HQ/G_SHANDONG-HQ/
延边卫视,http://223.110.251.152:6610/gitv/live1/G_YANBIAN/G_YANBIAN/
中华美食,http://223.110.251.152:6610/gitv/live1/G_ZHONGHUAMS/G_ZHONGHUAMS/
教育卫视,http://223.110.251.152:6610/gitv/live1/G_SDETV/G_SDETV/
安多卫视,http://223.110.251.152:6610/gitv/live1/G_ANDUO/G_ANDUO/
考试在线,http://223.110.251.152:6610/gitv/live1/G_KAOSHIZX/G_KAOSHIZX/
农林卫视,http://223.110.251.152:6610/gitv/live1/G_NONGLIN/G_NONGLIN/
置业频道,http://223.110.251.152:6610/gitv/live1/G_ZHIYE/G_ZHIYE/
康巴卫视,http://223.110.251.152:6610/gitv/live1/G_KANGBA/G_KANGBA/
京视剧场,http://223.110.251.152:6610/gitv/live1/G_JINGJU/G_JINGJU/
新娱乐,http://223.110.251.152:6610/gitv/live1/G_XINYULE/G_XINYULE/
家庭理财,http://223.110.251.152:6610/gitv/live1/G_JIATINGLC/G_JIATINGLC/
发现之旅,http://223.110.251.152:6610/gitv/live1/G_FAXIANZL/G_FAXIANZL/
弈坛春秋,http://223.110.251.152:6610/gitv/live1/G_YITANCQ/G_YITANCQ/
老故事,http://223.110.251.152:6610/gitv/live1/G_LAOGUSHI/G_LAOGUSHI/
女性时尚,http://223.110.251.152:6610/gitv/live1/G_NVXINGSS/G_NVXINGSS/
高尔夫,http://223.110.251.152:6610/gitv/live1/G_GAOERFU/G_GAOERFU/
休闲指南,http://223.110.251.152:6610/gitv/live1/G_ZHIYEZN/G_ZHIYEZN/
证券资讯,http://223.110.251.152:6610/gitv/live1/G_ZHENGJUANZX/G_ZHENGJUANZX/
中国交通频道,http://223.110.251.152:6610/gitv/live1/G_ZHONGGUOJT/G_ZHONGGUOJT/
国学频道,http://223.110.251.152:6610/gitv/live1/G_GUOXUE/G_GUOXUE/
篮球,http://223.110.251.152:6610/gitv/live1/G_LANQIU/G_LANQIU/
优漫卡通,http://223.110.251.152:6610/gitv/live1/G_YOUMAN/G_YOUMAN/
卡酷少儿,http://223.110.251.152:6610/gitv/live1/G_KAKU/G_KAKU/
金鹰卡通,http://223.110.251.152:6610/gitv/live1/G_JINYING/G_JINYING/
炫动卡通,http://223.110.251.152:6610/gitv/live1/G_XUANDONG/G_XUANDONG/
嘉佳卡通,http://223.110.251.152:6610/gitv/live1/G_JIAJIA/G_JIAJIA/
江苏卫视,http://223.110.251.152:6610/gitv/live1/G_JIANGSU-CQ/G_JIANGSU-CQ/
江苏教育,http://223.110.251.152:6610/gitv/live1/G_JSJY/G_JSJY/
江苏城市,http://223.110.251.152:6610/gitv/live1/G_JSCS/G_JSCS/
江苏公共,http://223.110.251.152:6610/gitv/live1/G_JSGG/G_JSGG/
江苏影视,http://223.110.251.152:6610/gitv/live1/G_JSYS/G_JSYS/
江苏休闲体育,http://223.110.251.152:6610/gitv/live1/G_JSTY/G_JSTY/
江苏综艺,http://223.110.251.152:6610/gitv/live1/G_JSZY/G_JSZY/
好享购,http://223.110.251.152:6610/gitv/live1/G_HAOXIANG/G_HAOXIANG/
南京新闻综合,http://223.110.251.152:6610/gitv/live1/G_NJXW/G_NJXW/
南京科教,http://223.110.251.152:6610/gitv/live1/G_NJJK/G_NJJK/
南京十八,http://223.110.251.152:6610/gitv/live1/G_NJSB/G_NJSB/
CCTV1,http://223.110.251.152:6610/gitv/live1/G_CCTV-1-CQ/G_CCTV-1-CQ/
CCTV2,http://223.110.251.152:6610/gitv/live1/G_CCTV-2-CQ/G_CCTV-2-CQ/
CCTV3,http://223.110.251.152:6610/gitv/live1/G_CCTV-3-CQ/G_CCTV-3-CQ/
CCTV4,http://223.110.251.152:6610/gitv/live1/G_CCTV-4-CQ/G_CCTV-4-CQ/
CCTV5,http://223.110.251.152:6610/gitv/live1/G_CCTV-5-CQ/G_CCTV-5-CQ/
CCTV5+,http://223.110.251.152:6610/gitv/live1/G_CCTV-5PLUS-CQ/G_CCTV-5PLUS-CQ/
CCTV6,http://223.110.251.152:6610/gitv/live1/G_CCTV-6-CQ/G_CCTV-6-CQ/
CCTV8,http://223.110.251.152:6610/gitv/live1/G_CCTV-8-CQ/G_CCTV-8-CQ/
CCTV1,http://223.110.251.152:6610/gitv/live1/G_CCTV-1/G_CCTV-1/
CCTV2,http://223.110.251.152:6610/gitv/live1/G_CCTV-2/G_CCTV-2/
CCTV3,http://223.110.251.152:6610/gitv/live1/G_CCTV-3-HD/G_CCTV-3-HD/
CCTV5,http://223.110.251.152:6610/gitv/live1/G_CCTV-5-HD/G_CCTV-5-HD/
CCTV8,http://223.110.251.152:6610/gitv/live1/G_CCTV-8/G_CCTV-8/
CETV1,http://223.110.251.152:6610/gitv/live1/G_CETV-1/G_CETV-1/
CETV2,http://223.110.251.152:6610/gitv/live1/G_CETV-2/G_CETV-2/
CETV3,http://223.110.251.152:6610/gitv/live1/G_CETV-3/G_CETV-3/
CETV4,http://223.110.251.152:6610/gitv/live1/G_CETV-4/G_CETV-4/


CCTV1,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv1/HD-8000k-1080P-cctv1
CCTV2,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv2/HD-8000k-1080P-cctv2
CCTV3,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv3/HD-8000k-1080P-cctv3
CCTV4,http://223.110.251.152:6610/cntv/live1/cctv-4/cctv-4
CCTV5,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv5/HD-8000k-1080P-cctv5
CCTV6,http://223.110.251.152:6610/cntv/live1/HD-2500k-1080P-cctv6/HD-2500k-1080P-cctv6
CCTV7,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv7/HD-8000k-1080P-cctv7
CCTV8,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv8/HD-8000k-1080P-cctv8
CCTV9,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv9/HD-8000k-1080P-cctv9
CCTV10,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv10/HD-8000k-1080P-cctv10
CCTV11,http://223.110.251.152:6610/cntv/live1/cctv-11/cctv-11
CCTV12,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv12/HD-8000k-1080P-cctv12
CCTV13,http://223.110.251.152:6610/cntv/live1/cctv-13/cctv-13
CCTV14,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv14/HD-8000k-1080P-cctv14
CCTV15,http://223.110.251.152:6610/cntv/live1/cctv-15/cctv-15
CCTV5+,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv05plus/HD-8000k-1080P-cctv05plus
CCTV17,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv17/HD-8000k-1080P-cctv17
CGTN纪录,http://223.110.251.152:6610/cntv/live1/cctv-9/cctv-9
江苏卫视,http://223.110.251.152:6610/cntv/live1/jiangsustv/jiangsustv
浙江卫视,http://223.110.251.152:6610/cntv/live1/zhejiangstv/zhejiangstv
北京卫视,http://223.110.251.152:6610/cntv/live1/beijingstv/beijingstv
湖南卫视,http://223.110.251.152:6610/cntv/live1/hunanstv/hunanstv
广东卫视,http://223.110.251.152:6610/cntv/live1/HD-2500k-1080P-guangdongstv/HD-2500k-1080P-guangdongstv
东方卫视,http://223.110.251.152:6610/cntv/live1/HD-2500k-1080P-dongfangstv/HD-2500k-1080P-dongfangstv
黑龙江卫视,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-heilongjiangstv/HD-8000k-1080P-heilongjiangstv
深圳卫视,http://223.110.251.152:6610/cntv/live1/HD-2500k-1080P-shenzhenstv/HD-2500k-1080P-shenzhenstv
山东卫视,http://223.110.251.152:6610/cntv/live1/HD-2500k-1080P-shandongstv/HD-2500k-1080P-shandongstv
天津卫视,http://223.110.251.152:6610/cntv/live1/HD-2500k-1080P-tianjinstv/HD-2500k-1080P-tianjinstv
湖北卫视,http://223.110.251.152:6610/cntv/live1/HD-2500k-1080P-hubeistv/HD-2500k-1080P-hubeistv
重庆卫视,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-chongqingstv/HD-8000k-1080P-chongqingstv
安徽卫视,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-anhuistv/HD-8000k-1080P-anhuistv
江西卫视,http://223.110.251.152:6610/cntv/live1/jiangxistv/jiangxistv
环球购物,http://223.110.251.152:6610/cntv/live1/jshuanqiugw/jshuanqiugw
优购购物,http://223.110.251.152:6610/cntv/live1/jsyougou/jsyougou
时尚购物,http://223.110.251.152:6610/cntv/live1/jsshishanggw/jsshishanggw
央广购物,http://223.110.251.152:6610/cntv/live1/jsyangguanggw/jsyangguanggw
家有购物,http://223.110.251.152:6610/cntv/live1/jsjiayougw/jsjiayougw
快乐购,http://223.110.251.152:6610/cntv/live1/jskuailegw/jskuailegw
风尚购物,http://223.110.251.152:6610/cntv/live1/jsfengshanggw/jsfengshanggw
家家购物,http://223.110.251.152:6610/cntv/live1/jsjiajiagw/jsjiajiagw
好享购物,http://223.110.251.152:6610/cntv/live1/SD-1500k-576P-haoxianggw/SD-1500k-576P-haoxianggw
辽宁卫视,http://223.110.251.152:6610/cntv/live1/liaoningstv/liaoningstv
东南卫视,http://223.110.251.152:6610/cntv/live1/dongnanstv/dongnanstv
四川卫视,http://223.110.251.152:6610/cntv/live1/sichuanstv/sichuanstv
广西卫视,http://223.110.251.152:6610/cntv/live1/guangxistv/guangxistv
河北卫视,http://223.110.251.152:6610/cntv/live1/hebeistv/hebeistv
山西卫视,http://223.110.251.152:6610/cntv/live1/shanxistv/shanxistv
陕西卫视,http://223.110.251.152:6610/cntv/live1/shanxi1stv/shanxi1stv
贵州卫视,http://223.110.251.152:6610/cntv/live1/guizhoustv/guizhoustv
青海卫视,http://223.110.251.152:6610/cntv/live1/qinghaistv/qinghaistv
宁夏卫视,http://223.110.251.152:6610/cntv/live1/ningxiastv/ningxiastv
甘肃卫视,http://223.110.251.152:6610/cntv/live1/gansustv/gansustv
内蒙古卫视,http://223.110.251.152:6610/cntv/live1/neimenggustv/neimenggustv
新疆卫视,http://223.110.251.152:6610/cntv/live1/xjtv1/xjtv1
云南卫视,http://223.110.251.152:6610/cntv/live1/yntv1/yntv1
西藏卫视,http://223.110.251.152:6610/cntv/live1/xizangstv/xizangstv
河南卫视,http://223.110.251.152:6610/cntv/live1/henanstv/henanstv
CETV1,http://223.110.251.152:6610/cntv/live1/jiaoyutv/jiaoyutv
冬奥纪实,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-beijingjishi/HD-8000k-1080P-beijingjishi
纪实人文,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-shanghaijishi/HD-8000k-1080P-shanghaijishi
金鹰卡通,http://223.110.251.152:6610/cntv/live1/jinyingkaton/jinyingkaton
卡酷少儿,http://223.110.251.152:6610/cntv/live1/kakukaton/kakukaton
教育卫视,http://223.110.251.152:6610/cntv/live1/shandongjy/shandongjy
优漫卡通,http://223.110.251.152:6610/cntv/live1/youmankaton/youmankaton
炫动卡通,http://223.110.251.152:6610/cntv/live1/xuandongkaton/xuandongkaton
风尚购物,http://223.110.251.152:6610/cntv/live1/fengshanggw/fengshanggw


🏫RTMP,#genre#
CCTV1,http://39.134.198.1:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.5:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.4:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.3:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.7:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.6:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.10:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.32:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.31:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.34:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.35:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.37:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.39:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.43:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.42:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.41:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.48:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV1,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-1/index.m3u8?IAS
CCTV2,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-2/index.m3u8?IAS
CCTV3,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-3/index.m3u8?IAS
CCTV4,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-4/index.m3u8?IAS
CCTV5,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-5/index.m3u8?IAS
CCTV6,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-6/index.m3u8?IAS
CCTV7,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-7/index.m3u8?IAS
CCTV8,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-8/index.m3u8?IAS
CCTV9,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-news/index.m3u8?IAS
CCTV10,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-10/index.m3u8?IAS
CCTV11,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-11/index.m3u8?IAS
CCTV12,http://39.134.198.38:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/cctv-12/index.m3u8?IAS
